DATEPRD,NPD_WELL_BORE_CODE,BORE_OIL_VOL,BORE_GAS_VOL,BORE_WAT_VOL,AVG_DOWNHOLE_PRESSURE,AVG_WELLHEAD_PRESSURE,AVG_TEMPERATURE,AVG_CHOKE_SIZE_P
2015-05-18,F-2H,647.91,1482.64,584.2,2755.2,56.305,192.78,77.1
2015-05-19,F-2H,790.13,1658.42,557.18,2756.92,59.132,188.76,85.28
2015-05-20,F-2H,622.15,1668.77,547.54,2745.23,62.816,189.69,80.64
2015-05-21,F-2H,669.53,1839.63,543.65,2701.76,62.396,187.87,79.88
2015-05-22,F-2H,750.71,1655.76,607.96,2752.08,59.076,183.93,79.95
2015-05-23,F-2H,551.98,1645.73,593.24,2746.35,60.295,190.47,80.06
2015-05-24,F-2H,720.73,1616.11,519.74,2781.0,59.685,186.88,79.91
2015-05-25,F-2H,670.95,1555.58,539.75,2758.64,58.823,188.87,79.77
2015-05-26,F-2H,708.94,1782.96,570.91,2730.68,62.263,190.73,79.35
2015-05-27,F-2H,671.27,1613.49,570.12,2739.25,58.612,188.65,83.92
2015-05-28,F-2H,617.56,1587.53,549.74,2775.89,61.082,186.08,72.33
2015-05-29,F-2H,700.57,1499.99,584.85,2720.89,60.877,189.53,77.19
2015-05-30,F-2H,612.25,1651.1,555.14,2772.16,58.752,189.34,77.19
2015-05-31,F-2H,655.41,1546.9,566.13,2660.9,58.759,187.46,78.36
2015-06-01,F-2H,718.71,1545.04,598.69,2710.77,58.333,184.87,80.71
2015-06-02,F-2H,657.28,1642.57,573.74,2735.2,60.235,192.94,77.16
2015-06-03,F-2H,754.62,1664.87,579.12,2750.97,55.417,188.11,77.06
2015-06-04,F-2H,756.45,1567.29,571.93,2731.82,58.002,187.52,81.53
2015-06-05,F-2H,543.17,1617.43,555.2,2771.06,60.33,185.6,76.76
2015-06-06,F-2H,671.37,1566.13,576.84,2730.35,60.961,189.52,78.51
2015-06-07,F-2H,648.53,1501.74,603.99,2902.69,59.291,188.73,81.58
2015-06-08,F-2H,697.04,1600.56,555.82,2783.19,60.667,189.08,76.61
2015-06-09,F-2H,648.4,1439.07,590.87,2757.05,60.025,186.72,79.89
2015-06-10,F-2H,683.81,1522.7,595.44,2742.11,59.311,187.52,78.18
2015-06-11,F-2H,594.85,1600.92,588.64,2760.29,60.08,189.42,77.47
2015-06-12,F-2H,598.62,1543.64,606.73,2743.12,60.213,185.01,79.23
2015-06-13,F-2H,574.79,1475.3,555.95,2699.77,60.781,189.09,75.34
2015-06-14,F-2H,611.18,1613.78,593.54,2725.83,58.03,187.81,85.5
2015-06-15,F-2H,578.63,1601.86,622.71,2712.47,62.122,187.26,72.27
2015-06-16,F-2H,609.16,1509.19,547.59,2707.02,60.941,187.45,77.22
2015-06-17,F-2H,705.6,1507.9,594.08,2667.18,58.223,188.21,82.45
2015-06-18,F-2H,640.79,1491.75,587.85,2730.25,58.108,187.59,81.51
2015-06-19,F-2H,575.98,1590.99,572.76,2758.2,60.318,190.4,76.56
2015-06-20,F-2H,675.16,1625.5,594.21,2706.51,59.722,184.93,83.95
2015-06-21,F-2H,602.7,1532.8,470.04,2734.04,60.209,188.05,71.31
2015-06-22,F-2H,596.28,1594.35,590.26,2711.32,58.876,185.48,81.17
2015-06-23,F-2H,558.81,1539.17,565.24,2741.38,60.244,187.92,80.16
2015-06-24,F-2H,555.2,1962.52,565.55,2741.19,59.938,189.94,76.41
2015-06-25,F-2H,665.99,1462.09,567.88,2704.04,58.114,190.06,77.21
2015-06-26,F-2H,573.68,1452.61,602.0,2631.83,57.99,188.735,77.14
2015-06-27,F-2H,662.51,1581.6,584.94,2657.25,57.537,185.95,80.06
2015-06-28,F-2H,659.13,1475.07,587.89,2706.12,62.6995,187.11,83.51
2015-06-29,F-2H,658.52,1549.2,579.8,2679.73,59.875,187.69,78.99
2015-06-30,F-2H,528.64,1498.96,588.7,2732.64,58.036,185.67,79.27
2015-07-01,F-2H,619.37,1401.56,558.14,2683.06,59.173,191.42,75.15
2015-07-02,F-2H,648.49,1380.45,599.51,2746.52,59.465,187.3,82.24
2015-07-02,F-2H,786.94,1930.13,483.84,2948.7,62.683,191.91,78.35
2015-07-03,F-2H,637.98,1547.59,572.64,2711.1,58.306,189.26,78.63
2015-07-03,F-2H,814.4912664,1886.615718,511.09,2869.76,60.448,189.09,74.94
2015-07-03,F-2H,814.83,1886.54,511.09,2869.76,60.448,189.09,74.94
2015-07-05,F-2H,610.32,1584.97,631.13,2647.56,57.468,188.35,78.5
2015-07-06,F-2H,606.6,1485.03,570.47,2678.45,60.319,188.82,80.36
2015-07-07,F-2H,556.3,1642.82,584.58,2709.89,59.001,187.56,79.38
2015-07-08,F-2H,645.48,1740.33,609.31,2713.22,60.733,189.7,78.41
2015-07-09,F-2H,630.73,1591.68,625.05,2902.69,56.529,191.33,76.06
2015-07-10,F-2H,530.54,1381.14,633.98,2718.55,58.02,187.13,78.11
2015-07-11,F-2H,431.02,1314.54,700.54,2549.9,57.565,186.54,79.34
2015-07-12,F-2H,504.6,1555.25,607.57,2648.58,62.6995,187.51,78.37
2015-07-13,F-2H,624.66,1651.66,603.72,2646.84,58.713,186.04,77.89
2015-07-14,F-2H,679.86,1550.09,586.35,2705.44,57.968,183.11,75.0
2015-07-15,F-2H,631.34,1573.16,635.82,2696.76,60.879,189.9,81.27
2015-07-16,F-2H,662.5,1548.36,623.67,2664.43,55.656,189.94,79.74
2015-07-17,F-2H,562.65,1406.42,605.49,2705.76,59.7,186.6,75.72
2015-07-18,F-2H,638.89,1511.26,624.79,2673.41,59.984,188.56,76.32
2015-07-19,F-2H,650.83,1424.07,605.78,2687.3,58.779,190.62,80.27
2015-07-20,F-2H,626.1,1506.98,642.12,2724.78,60.193,190.15,76.62
2015-07-21,F-2H,599.99,1550.41,626.74,2902.69,59.707,192.64,77.89
2015-07-22,F-2H,652.11,1568.89,615.29,2692.97,59.522,187.22,79.76
2015-07-23,F-2H,637.88,1521.37,570.27,2629.84,57.74,188.41,76.2
2015-07-24,F-2H,631.77,1589.02,470.04,2686.39,60.344,187.51,78.0
2015-07-25,F-2H,540.14,1588.25,647.85,2664.69,55.837,186.73,76.05
2015-07-26,F-2H,531.2,1407.32,613.33,2693.8,55.964,187.57,78.07
2015-07-27,F-2H,543.19,1506.69,607.58,2659.41,57.6,189.18,75.72
2015-07-28,F-2H,508.9,1487.61,585.87,2622.34,58.952,188.31,75.25
2015-07-29,F-2H,606.02,1517.81,616.15,2676.7,56.54,191.22,80.0
2015-07-30,F-2H,546.06,1481.01,615.62,2668.27,61.207,184.75,73.6
2015-07-31,F-2H,477.67,1486.4,623.64,2902.69,58.317,188.735,76.8
2015-08-02,F-2H,645.56,1358.85,639.05,2691.59,58.463,190.47,77.02
2015-08-03,F-2H,543.56,1610.71,604.06,2685.21,60.187,190.25,79.81
2015-08-04,F-2H,622.74,1556.86,621.94,2662.57,56.751,189.27,81.5
2015-08-05,F-2H,532.73,1452.01,624.8,2707.99,62.6995,190.22,76.89
2015-08-06,F-2H,553.12,1394.96,603.89,2676.46,58.287,190.07,74.7
2015-08-07,F-2H,620.69,1501.18,587.55,2705.53,59.05,190.17,81.87
2015-08-08,F-2H,633.3,1454.47,632.91,2604.91,59.105,192.1,76.38
2015-08-09,F-2H,629.69,1604.47,632.9,2902.69,56.379,186.77,82.74
2015-08-10,F-2H,630.98,1500.4,470.04,2902.69,60.921,188.43,80.55
2015-08-11,F-2H,615.65,1405.53,608.76,2701.6,59.291,187.28,77.44
2015-08-12,F-2H,531.77,1542.21,616.2,2647.5,59.646,185.28,77.85
2015-08-13,F-2H,579.55,1432.13,610.95,2632.21,58.856,186.62,78.68
2015-08-14,F-2H,551.49,1414.15,626.59,2637.45,62.6995,188.36,81.2
2015-08-15,F-2H,540.09,1388.43,590.09,2636.47,58.108,188.79,80.09
2015-08-16,F-2H,608.48,1540.11,606.31,2651.02,57.031,189.47,83.75
2015-08-17,F-2H,516.47,1502.36,645.74,2622.18,58.992,187.92,77.52
2015-08-18,F-2H,555.69,1427.46,648.58,2645.45,57.542,188.78,71.71
2015-08-19,F-2H,533.55,1543.44,623.27,2632.34,58.591,190.11,81.95
2015-08-20,F-2H,550.9,1407.42,622.42,2676.42,58.412,192.97,77.57
2015-08-21,F-2H,660.69,1368.33,599.79,2641.37,59.885,187.68,76.75
2015-08-22,F-2H,622.82,1494.29,612.45,2617.74,59.439,185.37,81.65
2015-08-23,F-2H,605.22,1253.52,629.31,2582.77,56.614,187.63,74.52
2015-08-24,F-2H,680.6,1503.23,657.05,2636.78,58.299,191.8,80.0
2015-08-25,F-2H,599.37,1359.33,612.1,2647.69,58.752,186.64,79.37
2015-08-26,F-2H,506.74,1431.45,602.37,2678.56,57.79,187.25,74.39
2015-08-27,F-2H,504.79,1463.37,651.9,2664.69,60.126,192.13,80.7
2015-08-28,F-2H,540.82,1440.14,587.39,2655.57,58.386,191.83,75.77
2015-08-29,F-2H,590.81,1344.44,631.04,2586.24,60.031,190.74,76.84
2015-08-30,F-2H,577.2,1425.92,621.69,2637.86,57.532,190.6,77.55
2015-08-31,F-2H,827.375,1414.74,636.9,2648.87,59.278,188.79,80.23
2015-09-01,F-2H,571.39,1356.81,614.39,2652.86,60.196,185.38,73.85
2015-09-02,F-2H,489.12,1479.25,653.23,2601.46,61.127,187.87,82.05
2015-09-03,F-2H,600.83,1338.72,628.4,2603.44,56.212,188.13,74.71
2015-09-04,F-2H,550.74,1568.15,470.04,2611.76,57.166,187.83,84.27
2015-09-05,F-2H,729.25,1569.73,553.64,2714.25,60.053,186.63,77.6
2015-09-06,F-2H,623.38,1387.97,622.1,2629.5,62.6995,188.2,81.95
2015-09-07,F-2H,600.3982687,1397.583183,672.78,2682.35,58.905,185.7,72.66
2015-09-07,F-2H,600.48,1396.44,672.78,2682.35,58.905,185.7,72.66
2015-09-08,F-2H,624.99,1425.67,673.01,2583.76,57.748,190.7,76.24
2015-09-09,F-2H,605.65,1394.42,641.56,2587.27,58.298,193.02,79.49
2015-09-10,F-2H,514.41,1514.04,626.48,2673.27,56.174,189.18,82.45
2015-09-11,F-2H,509.74,1407.21,665.56,2552.84,59.192,188.735,82.18
2015-09-13,F-2H,546.52,1415.41,639.96,2626.83,57.992,185.87,77.13
2015-09-14,F-2H,556.06,1376.06,614.68,2653.78,56.515,186.15,78.2
2015-09-15,F-2H,533.67,1441.31,662.69,2637.57,57.834,189.74,73.29
2015-09-16,F-2H,484.16,1358.98,685.34,2648.55,57.546,188.68,81.87
2015-09-17,F-2H,434.65,1376.72,680.68,2639.02,56.643,189.27,74.54
2015-09-18,F-2H,529.68,1414.41,657.55,2634.42,59.481,186.25,78.02
2015-09-19,F-2H,503.34,1353.97,632.97,2626.38,59.212,190.85,74.5
2015-09-20,F-2H,538.8,1293.42,625.44,2590.41,58.215,189.67,79.96
2015-09-21,F-2H,573.69,1314.41,673.13,2633.22,57.153,187.89,76.2
2015-09-22,F-2H,478.58,1433.7,666.62,2580.2,56.004,186.76,78.03
2015-09-23,F-2H,473.18,1468.82,672.24,2619.57,58.801,188.75,79.06
2015-09-24,F-2H,476.38,1488.02,641.84,2902.69,61.094,188.2,79.9
2015-09-25,F-2H,566.23,1268.34,632.3,2665.64,58.444,188.6,76.52
2015-09-26,F-2H,555.62,1406.37,657.53,2635.5,56.432,186.64,81.21
2015-09-27,F-2H,644.36,1438.76,679.66,2600.04,57.975,189.14,78.36
2015-09-28,F-2H,608.41,1458.81,646.43,2551.78,57.501,186.33,78.42
2015-09-29,F-2H,483.17,1468.26,668.81,2619.82,59.048,189.42,79.36
2015-09-30,F-2H,607.81,1355.18,667.93,2567.28,57.659,193.16,80.79
2015-10-01,F-2H,530.9,1385.3,656.11,2604.69,56.981,189.63,79.55
2015-10-01,F-2H,784.84,1911.65,460.99,2886.39,66.396,188.735,81.15
2015-10-02,F-2H,534.65,1373.55,664.05,2580.78,58.181,190.2,82.37
2015-10-04,F-2H,589.83,1124.3,684.16,2625.14,57.074,186.25,75.74
2015-10-05,F-2H,493.76,1462.25,650.38,2620.34,57.284,188.75,73.05
2015-10-06,F-2H,473.46,1458.62,656.95,2601.06,59.926,188.38,77.12
2015-10-07,F-2H,590.25,1354.38,667.17,2620.81,57.417,190.21,77.9
2015-10-08,F-2H,578.13,1385.31,656.97,2591.99,54.027,191.02,74.43
2015-10-09,F-2H,474.75,1314.78,626.32,2602.66,57.876,187.66,75.64
2015-10-10,F-2H,492.67,1397.23,631.01,2575.22,55.25,190.17,76.76
2015-10-11,F-2H,553.81,1446.23,688.92,2555.69,57.767,190.88,80.16
2015-10-12,F-2H,565.37,1201.83,677.92,2561.43,58.237,189.92,79.9
2015-10-13,F-2H,519.21,1448.01,675.21,2593.72,56.014,189.43,83.83
2015-10-14,F-2H,454.37,1399.36,682.83,2634.7,58.283,188.66,78.84
2015-10-15,F-2H,509.62,1436.72,635.44,2567.16,57.879,190.98,77.81
2015-10-16,F-2H,483.05,1320.54,659.78,2571.03,56.645,187.77,72.57
2015-10-17,F-2H,536.31,1389.63,697.8,2605.33,58.341,189.23,72.69
2015-10-18,F-2H,534.46,1342.88,689.13,2595.41,57.027,192.55,80.52
2015-10-19,F-2H,536.59,1368.55,670.46,2577.74,54.195,186.81,76.36
2015-10-20,F-2H,541.27,1198.24,659.52,2556.63,57.329,189.54,76.07
2015-10-21,F-2H,489.19,1274.19,662.85,2573.43,58.963,186.61,83.0
2015-10-22,F-2H,455.35,1403.23,661.84,2546.5,58.946,188.8,77.71
2015-10-23,F-2H,502.33,1278.59,668.53,2475.88,54.555,189.42,81.36
2015-10-24,F-2H,583.52,1246.8,676.63,2505.75,56.607,190.28,78.17
2015-10-25,F-2H,497.91,1320.55,699.13,2563.07,57.173,191.68,77.11
2015-10-26,F-2H,431.82,1962.52,694.49,2502.78,56.874,188.59,81.57
2015-10-27,F-2H,512.09,1331.4,678.83,2554.16,58.823,187.05,76.41
2015-10-28,F-2H,511.67,1209.35,710.9,2566.97,58.152,186.72,80.0
2015-10-29,F-2H,550.95,1389.92,714.4,2549.11,56.739,186.95,77.77
2015-10-30,F-2H,543.49,1361.73,709.82,2579.43,56.978,186.45,80.62
2015-10-31,F-2H,501.62,1382.31,669.22,2599.61,57.491,190.62,78.97
2015-11-01,F-2H,462.34,1280.22,470.04,2567.99,54.922,189.22,66.75
2015-11-02,F-2H,548.27,1219.43,660.04,2602.46,57.361,190.33,75.03
2015-11-03,F-2H,555.03,1295.0,682.18,2604.88,55.297,190.46,79.23
2015-11-04,F-2H,799.91,1711.65,535.04,2779.17,58.585,187.51,84.27
2015-11-04,F-2H,495.45,1216.74,676.05,2534.48,58.519,188.82,75.75
2015-11-05,F-2H,433.39,1265.5,705.97,2561.24,56.614,192.03,76.23
2015-11-06,F-2H,464.03,1333.15,690.34,2539.15,55.743,191.53,76.32
2015-11-07,F-2H,655.4,1495.79,582.92,2725.13,59.062,188.25,80.35
2015-11-08,F-2H,455.03,1321.8,698.71,2557.44,55.102,186.25,82.36
2015-11-09,F-2H,463.56,1356.89,686.43,2523.22,56.052,192.04,88.09
2015-11-10,F-2H,485.27,1263.05,652.0,2502.7,55.585,187.75,77.65
2015-11-11,F-2H,534.82,1309.92,699.61,2532.64,200.812,187.91,74.18
2015-11-12,F-2H,400.79,1237.01,636.56,2515.94,57.481,189.0,77.37
2015-11-13,F-2H,557.7,1230.56,700.53,2524.57,57.092,188.94,78.71
2015-11-14,F-2H,478.52,1312.68,695.54,2504.73,57.861,186.17,75.06
2015-11-15,F-2H,509.13,1333.27,692.7,2556.28,55.104,187.59,71.7
2015-11-16,F-2H,450.28,1176.41,689.27,2616.05,57.701,184.15,73.0
2015-11-17,F-2H,430.46,1141.62,684.06,2551.1,54.851,188.19,78.12
2015-11-18,F-2H,529.54,1292.83,697.03,2541.97,55.216,187.05,73.98
2015-11-19,F-2H,568.71,1161.11,710.17,2498.17,57.653,190.58,81.6
2015-11-20,F-2H,440.89,1290.1,679.82,2514.22,56.636,190.26,75.72
2015-11-21,F-2H,508.62,1202.65,671.67,2529.95,56.192,189.97,74.09
2015-11-22,F-2H,599.28,1130.2,697.8,2529.99,55.644,188.29,80.32
2015-11-23,F-2H,531.92,1962.52,700.58,2497.49,56.265,189.43,71.11
2015-11-24,F-2H,493.78,1256.76,720.05,2541.28,57.161,188.09,79.67
2015-11-25,F-2H,517.05,1164.01,701.58,2570.59,57.837,188.69,78.85
2015-11-25,F-2H,516.6942889,1162.954127,701.58,2570.59,57.837,188.69,78.85
2015-11-26,F-2H,533.87,1175.75,705.55,2474.86,57.651,187.87,77.71
2015-11-27,F-2H,459.56,1261.9,701.88,2555.48,58.235,188.73,72.62
2015-11-28,F-2H,551.81,1145.75,689.03,2517.0,56.439,186.11,74.13
2015-11-29,F-2H,484.65,1198.01,725.11,2514.05,54.986,191.98,79.14
2015-11-30,F-2H,620.78,1106.38,703.04,2544.0,56.423,187.91,82.14
2015-12-01,F-2H,507.45,1123.36,682.21,2493.38,56.199,190.53,76.7
2015-12-02,F-2H,470.68,1178.51,715.53,2564.14,56.302,191.8,76.02
2015-12-03,F-2H,412.7,1319.51,699.09,2508.58,56.434,185.47,72.12
2015-12-04,F-2H,486.38,1288.25,729.59,2551.48,57.185,191.18,79.2
2015-12-06,F-2H,504.1,1299.71,720.72,2495.63,53.683,189.67,81.42
2015-12-07,F-2H,496.98,1129.62,708.64,2487.72,54.125,188.62,78.28
2015-12-08,F-2H,473.66,1281.93,688.72,2522.9,55.563,188.13,78.48
2015-12-09,F-2H,492.23,1268.61,717.72,2519.5,56.886,190.7,83.59
2015-12-09,F-2H,510.8,1962.52,632.26,2602.45,57.609,187.7,71.83
2015-12-10,F-2H,537.56,1239.17,728.84,2534.52,55.357,189.76,74.6
2015-12-11,F-2H,504.46,1382.07,723.11,2552.81,55.653,189.6,79.92
2015-12-12,F-2H,460.2,1294.98,716.45,2536.62,62.6995,191.19,78.96
2015-12-13,F-2H,468.77,1231.12,707.29,2489.77,57.777,190.56,80.74
2015-12-14,F-2H,549.56,1252.18,675.66,2532.36,56.933,191.74,81.3
2015-12-15,F-2H,479.82,1223.81,729.55,2432.71,56.432,188.735,77.34
2015-12-16,F-2H,453.23,1257.31,737.17,2524.75,55.146,191.07,81.8
2015-12-17,F-2H,431.2,1962.52,710.88,2538.53,57.064,187.24,76.1
2015-12-18,F-2H,474.18,1080.85,728.02,2452.07,56.061,187.29,79.41
2015-12-19,F-2H,359.81,1095.85,700.37,2523.37,56.327,190.74,77.43
2015-12-20,F-2H,468.36,1141.47,708.54,2506.08,53.17,186.86,79.04
2015-12-21,F-2H,477.45,1205.33,701.57,2453.24,52.984,188.02,82.16
2015-12-22,F-2H,469.55,1305.65,690.89,2512.88,54.995,187.15,79.88
2015-12-23,F-2H,460.92,1111.48,717.09,2481.77,53.954,186.65,83.75
2015-12-24,F-2H,526.79,1059.54,712.06,2498.65,55.56,187.31,80.18
2015-12-25,F-2H,512.54,1303.0,723.14,2519.23,55.432,185.48,73.06
2015-12-26,F-2H,422.06,1201.42,691.58,2465.94,55.367,190.37,78.42
2015-12-27,F-2H,420.7,1219.56,691.38,2472.79,53.584,189.49,76.56
2015-12-28,F-2H,455.23,1278.71,698.71,2511.56,58.588,186.67,72.89
2015-12-29,F-2H,399.46,1243.71,754.29,2547.58,56.996,190.4,78.69
2015-12-30,F-2H,497.85,1235.32,704.07,2546.69,57.653,187.08,79.74
2015-12-31,F-2H,533.9,1242.9,716.67,2537.04,56.145,187.38,74.52
2014-01-01,F-3H,2818.21,1945.45,278.21,3448.11,976.1,89.01,62.46
2014-01-03,F-3H,2762.44,1977.86,290.34,3380.61,1093.59,88.09,64.64
2014-01-04,F-3H,2782.2,1989.73,291.69,3394.28,1084.07,88.96,62.52
2014-01-05,F-3H,2785.69,1139.62,296.02,3405.63,1083.91,88.61,59.0
2014-01-05,F-3H,2408.93,1615.63,427.47,3176.23,1055.36,89.43,65.4
2014-01-06,F-3H,2755.73,1867.02,346.44,3389.9,1132.08,88.73,61.28
2014-01-07,F-3H,2861.24,1906.24,298.34,3399.83,1092.83,86.28,65.77
2014-01-08,F-3H,2834.45,2016.01,320.68,3377.09,1115.08,89.43,67.75
2014-01-10,F-3H,2799.83,1875.43,344.98,3408.39,1085.64,87.83,60.02
2014-01-11,F-3H,2793.59,1782.06,337.04,3420.75,1079.9,88.28,62.68
2014-01-12,F-3H,2805.68,1988.52,282.7,3370.36,976.1,86.93,61.23
2014-01-13,F-3H,2778.33,1835.18,286.56,3464.96,1102.2,88.61,59.26
2014-01-14,F-3H,2765.45,1842.04,280.73,3345.47,1112.47,88.51,63.59
2014-01-15,F-3H,2803.05,1840.43,317.81,3409.15,1129.53,89.93,59.48
2014-01-16,F-3H,2740.04,1872.81,315.4,3386.89,1112.38,89.6,67.42
2014-01-17,F-3H,2722.41,1739.2,328.8,3430.61,1086.13,89.25,64.36
2014-01-18,F-3H,2743.95,1846.59,304.21,3304.48,1073.13,88.06,65.68
2014-01-19,F-3H,2724.73,1802.23,305.9,3391.47,1122.23,89.67,64.1
2014-01-20,F-3H,2651.62,1813.35,363.71,3404.27,976.1,88.42,63.01
2014-01-21,F-3H,2680.448836,1653.379784,327.79,3345.81,1078.79,88.09,61.68
2014-01-21,F-3H,2682.82,1654.47,327.79,3345.81,1078.79,88.09,61.68
2014-01-22,F-3H,2716.0,1766.21,322.45,3315.56,1100.38,85.31,61.37
2014-01-23,F-3H,2757.96,1749.92,342.23,3401.79,1027.7,88.32,53.82
2014-01-24,F-3H,2701.63,1831.82,279.29,3423.7,1099.28,87.54,66.56
2014-01-25,F-3H,2613.31,1731.8,284.0,3418.83,1099.9,89.22,62.63
2014-01-26,F-3H,2727.34,1834.11,336.45,3366.86,1080.78,88.43,63.12
2014-01-27,F-3H,2699.75,1707.39,305.18,3394.96,1086.51,89.14,58.88
2014-01-28,F-3H,2616.14,1755.86,328.67,3341.36,1118.23,88.68,67.29
2014-01-29,F-3H,2705.6,1628.09,355.29,3314.86,1096.66,87.63,68.62
2014-01-30,F-3H,2752.95,1759.5,332.66,3366.33,1109.02,88.52,59.35
2014-01-31,F-3H,2640.69,1816.23,360.94,3370.66,1075.98,89.21,60.7
2014-02-01,F-3H,2716.69,2016.51,330.12,3380.71,976.1,88.36,62.33
2014-02-01,F-3H,2808.21,1871.0,326.33,3391.28,1115.53,88.01,63.29
2014-02-02,F-3H,2658.1,2009.14,724.01,3373.11,1052.24,88.97,65.38
2014-02-03,F-3H,2637.02,1609.04,338.61,3354.86,1105.02,90.72,60.71
2014-02-04,F-3H,2616.21,1714.26,344.39,3367.56,1079.33,89.35,63.14
2014-02-05,F-3H,2656.82,1733.19,331.84,3279.12,1094.66,88.52,62.51
2014-02-07,F-3H,2609.15,1869.72,330.39,3356.18,1091.67,89.32,64.41
2014-02-08,F-3H,2676.3,1630.2,368.49,3394.35,1079.39,88.75,59.37
2014-02-09,F-3H,2539.84,1737.36,334.85,3336.72,1069.56,87.67,61.33
2014-02-10,F-3H,1844.12,1177.47,585.29,3115.82,1007.64,90.21,62.13
2014-02-10,F-3H,2594.42,1837.71,360.33,3417.62,1110.95,88.76,59.77
2014-02-11,F-3H,2643.29,1818.13,337.47,3368.56,1060.17,88.22,63.55
2014-02-12,F-3H,2609.91,1773.25,346.03,3318.82,1111.31,87.36,62.67
2014-02-13,F-3H,2640.66,1711.68,351.29,3315.43,1115.35,87.22,59.9
2014-02-14,F-3H,2554.46,1676.74,382.7,3357.84,1090.03,87.76,64.16
2014-02-15,F-3H,2570.16,1846.63,334.47,3321.06,1102.09,89.44,62.55
2014-02-16,F-3H,2554.6,1745.19,356.1,3313.76,1114.04,85.82,61.92
2014-02-17,F-3H,2577.33,1551.21,326.08,3356.83,1086.93,90.23,62.23
2014-02-18,F-3H,2620.18,1801.58,356.37,3257.26,1058.13,88.6,60.81
2014-02-19,F-3H,2608.74,1702.92,374.84,3380.22,1104.48,89.58,60.68
2014-02-20,F-3H,2643.8,1783.77,367.37,3345.55,1082.99,87.53,61.61
2014-02-21,F-3H,2635.08,1734.6,376.05,3355.54,1079.14,90.03,61.4
2014-02-22,F-3H,2656.98,1802.45,358.91,3305.63,1083.05,88.26,61.25
2014-02-23,F-3H,2566.38,1701.22,371.99,3370.29,1059.97,90.39,61.47
2014-02-24,F-3H,2524.27,1823.95,352.39,3327.49,1076.13,87.58,62.04
2014-02-25,F-3H,2554.48,1646.21,373.38,3292.61,1060.84,89.81,61.32
2014-02-26,F-3H,2448.76,1808.79,357.33,3321.09,1077.32,88.74,60.95
2014-02-27,F-3H,2634.17,1638.68,373.35,3345.72,1068.11,87.35,61.54
2014-02-28,F-3H,0.0,0.0,383.24,3326.34,1047.06,90.43,59.81
2014-03-01,F-3H,2531.83,1772.88,379.04,3382.96,1049.5,89.41,61.31
2014-03-02,F-3H,2540.91,1813.22,386.27,3281.51,1117.4,86.76,61.63
2014-03-03,F-3H,2530.5,1902.06,362.46,3320.85,1110.74,88.16,62.46
2014-03-04,F-3H,1441.43,1734.88,382.83,3246.29,1086.23,86.8,64.62
2014-03-04,F-3H,2518.55,1855.56,371.09,3378.57,1096.56,87.77,62.7
2014-03-05,F-3H,2237.455,1690.25,460.3,3350.04,1098.72,87.79,59.05
2014-03-07,F-3H,2072.35,1418.0,468.07,3257.98,1022.72,87.91,60.58
2014-03-07,F-3H,2543.09,1694.05,414.26,3374.3,1080.77,90.66,61.72
2014-03-08,F-3H,2500.23,1576.49,369.49,3296.66,1084.72,88.58,61.86
2014-03-09,F-3H,2237.455,1638.07,383.12,3301.65,1084.29,89.55,60.5
2014-03-10,F-3H,2500.42,1723.43,365.65,3340.67,1065.58,87.87,61.45
2014-03-11,F-3H,2564.96,1691.37,386.18,3371.78,1078.19,89.72,61.03
2014-03-12,F-3H,2557.59,1727.26,390.87,3272.73,1063.79,87.82,61.08
2014-03-13,F-3H,2461.49,1660.26,358.19,3326.98,1081.94,89.69,61.04
2014-03-14,F-3H,2428.99,1659.73,407.42,3302.93,1065.29,88.32,60.67
2014-03-15,F-3H,2478.74,1644.72,369.85,3313.89,1088.71,86.72,62.48
2014-03-16,F-3H,2460.48,1668.15,384.86,3290.19,1105.82,89.81,61.11
2014-03-17,F-3H,2460.97,1640.88,384.89,3301.03,1065.7,87.18,61.79
2014-03-18,F-3H,2461.43,1638.68,397.59,3337.4,1052.39,88.93,61.98
2014-03-19,F-3H,2416.54,1679.32,406.71,3292.05,1108.59,89.09,61.09
2014-03-20,F-3H,2531.49,1747.11,367.73,3357.82,1082.16,88.51,58.75
2014-03-21,F-3H,2528.4,1750.73,400.01,3285.67,1093.36,89.5,59.3
2014-03-22,F-3H,2394.52,1753.73,357.0,3304.29,1067.43,89.84,59.46
2014-03-23,F-3H,2516.69,1663.96,409.51,3360.38,1054.71,88.81,69.49
2014-03-24,F-3H,2460.61,1707.91,406.33,3298.64,1041.62,88.51,54.96
2014-03-25,F-3H,2432.4,1797.44,384.47,3275.44,1093.05,87.54,57.16
2014-03-26,F-3H,2462.94,1684.09,367.77,3314.19,1084.46,88.09,60.1
2014-03-27,F-3H,2468.71,1791.84,388.03,3313.56,1086.17,89.46,61.12
2014-03-28,F-3H,2395.56,1657.5,401.59,3347.31,1064.88,89.38,59.66
2014-03-29,F-3H,2442.69,1813.62,411.06,3254.36,1062.81,89.88,61.3
2014-03-30,F-3H,2375.72,1624.76,410.89,2927.35,1074.32,91.24,63.01
2014-03-31,F-3H,2416.99,1622.91,378.37,3299.34,1063.88,90.34,65.15
2014-04-01,F-3H,2456.83,1591.75,385.47,3325.78,1062.1,89.73,62.37
2014-04-02,F-3H,2423.78,1627.74,724.01,3292.64,1093.71,87.5,59.99
